Age,workclass,education,education-num,marital,occupation,relationship,sex,capital-gain,capital loss,hours-per-week,salary
38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
65,Private,11th,7,Widowed,Other-service,Unmarried,Male,0,0,40,0
40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
,Private,HS-grad,,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,0
26,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
36,Private,10th,6,,Other-service,Wife,Female,0,0,24,0
62,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
43,Private,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,45,0
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,1564,45,0
22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,,0,0,55,0
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
22,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Female,0,0,,0
57,Private,,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,45,1
39,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,40,1
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,15,0
17,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,10,0
40,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,38,0
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,,0,40,0
44,Private,HS-grad,9,Never-married,,Not-in-family,Male,0,0,40,0
20,Local-gov,Some-college,10,,Adm-clerical,,Female,0,0,,0
33,Private,,9,Married-civ-spouse,Craft-repair,Wife,Female,0,0,40,0
23,Private,Some-college,10,Never-married,Sales,Not-in-family,,0,0,40,1
46,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,Male,0,0,30,0
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,40,0
46,Private,,3,,Craft-repair,Not-in-family,Female,0,,,1
25,Private,,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
46,Private,Some-college,10,Divorced,Sales,Not-in-family,Female,0,0,,0
36,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Female,0,,40,1
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,25,0
29,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,0,0,40,0
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,2415,,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,16,1
19,Private,HS-grad,9,,Other-service,Other-relative,Female,0,0,40,0
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,,1
27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Male,0,0,50,0
46,Self-emp-not-inc,Assoc-acdm,12,Separated,,Not-in-family,Male,0,0,40,0
34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,,0
44,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
45,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Female,0,0,40,1
25,Private,Bachelors,13,,Exec-managerial,Husband,Male,0,0,55,0
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,50,0
,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,40,1
50,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
34,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Female,0,0,64,0
28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,,Male,0,2179,,0
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,65,0
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,,0
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
,Local-gov,Some-college,10,Divorced,,Not-in-family,Female,0,0,24,0
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Female,0,0,40,0
33,Private,Some-college,10,,Exec-managerial,Unmarried,Female,0,0,40,0
46,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,60,0
31,State-gov,,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
35,Private,12th,8,Divorced,Craft-repair,Not-in-family,Male,0,0,50,0
,Private,,2,,Machine-op-inspct,Husband,Male,0,0,40,0
30,,11th,7,Never-married,Other-service,Own-child,Female,0,0,19,1
34,Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Male,0,0,40,0
34,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,Female,0,0,40,0
20,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,30,1
,Private,11th,7,Never-married,,Own-child,Male,2176,0,18,0
32,State-gov,Bachelors,13,Married-civ-spouse,,,,0,0,40,0
29,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Male,0,0,,1
33,,10th,6,Never-married,Craft-repair,Unmarried,Female,0,0,35,0
25,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
36,,Masters,14,Never-married,Prof-specialty,Not-in-family,,0,1408,40,0
23,Private,HS-grad,,Never-married,,Not-in-family,Male,0,0,72,0
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
47,Local-gov,,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,,40,1
40,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,,Not-in-family,Female,2174,0,40,0
30,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,Female,0,0,25,0
27,Private,,10,Never-married,Craft-repair,Own-child,Male,0,1980,40,1
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,,Male,0,0,50,0
34,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,,594,0,60,0
34,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Female,0,0,40,1
23,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
42,Local-gov,Some-college,10,,Adm-clerical,Wife,Female,0,0,40,0
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,0,0,40,1
45,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,28,0
24,Federal-gov,,,Never-married,Armed-Forces,Own-child,Male,0,0,40,0
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
27,Private,,5,Never-married,Craft-repair,Other-relative,Male,0,0,40,0
20,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,,,1
44,Private,HS-grad,9,Widowed,,Unmarried,,0,,40,0
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
20,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
19,Private,HS-grad,9,Never-married,,Own-child,Female,0,0,40,0
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,0
60,Private,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,0
44,Self-emp-not-inc,HS-grad,,Married-civ-spouse,Sales,Wife,Female,0,0,40,0
40,,Assoc-voc,11,Married-civ-spouse,,Husband,Male,0,0,40,0
30,Private,HS-grad,9,Married-civ-spouse,,Wife,Female,0,0,40,1
38,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
,Private,HS-grad,,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
44,Private,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,Male,0,0,40,0
54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,0,0,40,0
,Private,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
50,Private,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,Male,0,0,40,1
24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Female,0,0,20,0
37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,60,0
52,Private,HS-grad,9,Divorced,Transport-moving,,Male,0,,40,0
38,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,,0,0,40,0
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,45,1
30,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Female,0,0,16,0
60,Private,Some-college,10,Never-married,Prof-specialty,Unmarried,Male,0,0,40,1
35,Private,HS-grad,9,Never-married,,Not-in-family,Male,0,,40,0
30,Private,HS-grad,,Never-married,Transport-moving,Not-in-family,,0,0,,0
67,Private,Assoc-voc,11,Divorced,Other-service,,Female,0,0,24,0
46,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Female,0,,,0
17,Private,,5,Never-married,Other-service,Not-in-family,,0,0,6,0
22,Private,Some-college,10,Never-married,,Own-child,Male,0,0,30,0
27,Private,10th,6,,Other-service,Not-in-family,Male,0,0,40,0
23,Private,HS-grad,9,Never-married,Other-service,,Female,0,0,35,1
33,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,,0,0,45,0
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,,Male,0,0,20,0
28,State-gov,,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,,0
41,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,Female,0,0,40,0
25,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Female,0,0,20,0
59,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
45,Local-gov,Bachelors,,Divorced,Prof-specialty,Unmarried,Female,0,0,40,0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,15024,0,60,1
40,Private,HS-grad,9,Never-married,Other-service,Not-in-family,,0,0,35,1
46,Federal-gov,,9,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,1
35,Private,Assoc-acdm,,Never-married,Exec-managerial,Not-in-family,Female,0,0,60,1
,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,Female,0,,25,1
33,Private,Bachelors,13,Never-married,Craft-repair,Own-child,Male,0,0,20,0
41,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,36,0
,,Some-college,10,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
23,Private,5th-6th,3,Never-married,Other-service,Own-child,Male,0,0,40,0
26,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Female,0,0,35,0
23,Local-gov,HS-grad,9,Never-married,Farming-fishing,,Male,0,0,40,0
62,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,0,0,40,0
,Private,Some-college,10,Married-civ-spouse,,Husband,Male,0,,40,0
58,Private,Some-college,10,,Other-service,Unmarried,Female,0,,,0
,Private,Bachelors,13,,Sales,Not-in-family,Female,0,0,40,0
24,Private,Bachelors,13,,Exec-managerial,Not-in-family,Male,0,0,40,0
19,Private,Some-college,10,Never-married,Protective-serv,Own-child,Male,0,0,8,0
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
47,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,Female,0,0,,1
39,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,40,1
49,Private,,11,Married-spouse-absent,Handlers-cleaners,,Male,0,1380,42,0
32,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Male,0,0,45,0
,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
28,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,45,0
25,,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,20,0
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
38,Self-emp-inc,Bachelors,13,Married-civ-spouse,,Husband,Male,15024,,80,0
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,50,0
,Local-gov,Some-college,,Divorced,,Not-in-family,Male,0,0,50,0
37,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,45,0
44,Private,Some-college,,Divorced,,Unmarried,Male,0,0,58,0
28,Private,Some-college,10,Married-civ-spouse,,Wife,Female,0,0,40,0
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
74,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,9,0
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
44,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
44,Private,11th,,Divorced,Machine-op-inspct,Unmarried,Female,0,0,46,0
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,,,0
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,1
41,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,0
67,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,20051,0,48,0
,Local-gov,12th,8,Married-civ-spouse,Tech-support,,Male,0,0,50,0
57,,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Female,0,0,30,0
29,Private,Assoc-voc,11,,Craft-repair,Not-in-family,Male,,0,40,0
31,Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,Female,0,0,45,0
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
29,Private,Doctorate,16,Never-married,Prof-specialty,Own-child,Male,0,0,40,0
30,,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Female,0,0,40,0
27,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Male,,0,40,0
27,Private,Some-college,10,Married-civ-spouse,Sales,,,0,0,50,0
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Female,0,,,0
58,Private,10th,6,Married-civ-spouse,Other-service,Wife,Female,,0,8,0
35,Local-gov,,10,Married-civ-spouse,Protective-serv,Husband,,0,0,40,0
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,36,0
28,Private,Some-college,10,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
46,Self-emp-not-inc,,10,Divorced,Exec-managerial,Not-in-family,Male,0,0,,0
36,Self-emp-not-inc,HS-grad,,Separated,Other-service,Unmarried,Female,0,0,40,0
72,Private,11th,7,Widowed,Adm-clerical,Unmarried,Female,0,,40,0
35,Private,,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
33,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Female,0,0,40,0
69,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
35,Private,HS-grad,9,Married-civ-spouse,,,Male,0,0,40,0
34,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Female,0,0,32,1
30,Private,11th,7,Married-civ-spouse,Other-service,Husband,Male,,0,40,0
,Private,,13,Never-married,Transport-moving,Not-in-family,Male,0,0,55,0
54,Private,Bachelors,,Married-civ-spouse,Sales,Husband,Male,0,0,35,0
47,Private,,10,Married-civ-spouse,Prof-specialty,Husband,Male,,0,50,0
24,,HS-grad,9,Never-married,Handlers-cleaners,,Female,0,0,40,0
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,,0,,1
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,,1
43,Self-emp-inc,Masters,14,Married-civ-spouse,,,Male,5013,0,,1
,Private,7th-8th,4,Separated,Other-service,Unmarried,,0,0,40,0
29,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,,35,1
47,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Male,0,0,42,1
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17,Private,11th,7,Never-married,Sales,Own-child,Male,0,0,12,0
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,1977,,0
27,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Female,,0,70,0
29,Private,Bachelors,13,Married-civ-spouse,,Wife,Male,0,0,40,0
36,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,,Female,0,0,35,0
58,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
57,Private,HS-grad,9,Married-civ-spouse,,Husband,,0,0,40,1
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
31,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,40,0
21,Private,,10,,Sales,Own-child,Female,0,0,24,0
29,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,60,0
18,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,40,0
52,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,47,0
57,Self-emp-inc,Bachelors,13,,Prof-specialty,Not-in-family,Male,0,0,80,0
60,Private,7th-8th,4,Never-married,Transport-moving,Not-in-family,,0,0,48,0
31,Private,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,40,0
,Private,Bachelors,13,Never-married,Adm-clerical,,,0,0,40,0
27,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,0
42,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,50,0
25,Private,Some-college,10,Never-married,Tech-support,Not-in-family,Male,2174,0,40,0
49,Private,Bachelors,13,,Prof-specialty,Not-in-family,Female,,0,45,0
32,Private,Bachelors,13,Never-married,Tech-support,,Male,0,,40,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,28,0
60,Private,7th-8th,4,Divorced,Other-service,Not-in-family,Female,0,,40,0
42,Local-gov,9th,5,Married-civ-spouse,,Husband,Male,0,0,40,0
35,Self-emp-not-inc,,12,Never-married,Farming-fishing,,Male,0,0,40,1
48,Private,HS-grad,9,,,,,0,0,37,0
51,Private,,14,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,0,0,40,0
36,Local-gov,HS-grad,9,Separated,Exec-managerial,Not-in-family,Male,0,0,40,0
17,,10th,6,Never-married,Other-service,Own-child,Female,0,0,21,0
52,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,6849,0,60,0
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,1
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,,1
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,1055,0,40,0
27,Private,Bachelors,13,Never-married,Other-service,Own-child,Female,,0,20,1
39,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,,0,60,0
30,Private,HS-grad,9,,Transport-moving,Husband,Male,,0,,0
50,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,32,0
52,Self-emp-inc,Bachelors,,Married-civ-spouse,Sales,Husband,,0,0,55,0
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,45,0
23,Private,Bachelors,13,Never-married,Sales,Own-child,Female,0,0,20,0
45,Private,11th,7,Widowed,Other-service,Not-in-family,Female,0,0,20,0
65,Private,,5,Widowed,Priv-house-serv,Unmarried,Female,,0,24,0
29,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,,0,0,55,1
47,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,,0,40,0
30,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,60,1
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
38,Self-emp-not-inc,HS-grad,9,,Sales,Husband,Male,0,0,64,0
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,,0
49,Private,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,26,0
47,Self-emp-not-inc,Some-college,10,,Other-service,Unmarried,Female,0,0,40,1
49,Local-gov,,6,Separated,Other-service,Unmarried,Female,0,0,40,1
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,60,0
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,60,0
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,14,0
21,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
33,Private,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,60,0
47,Self-emp-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,,0,0,50,1
52,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
26,,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,55,0
60,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,1
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,5178,0,50,1
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,,45,0
50,Self-emp-inc,Doctorate,16,Separated,,Not-in-family,Male,0,0,40,0
31,Local-gov,HS-grad,9,,Adm-clerical,Unmarried,Female,0,0,,0
71,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,0,0,,1
30,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,,Male,0,0,,0
20,Private,Some-college,,,Other-service,Own-child,Male,,0,20,0
24,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,Male,4101,0,50,0
